ID,category,page,word,variant,cohort,gender,location,location_code,uid,audio,Maincategory,Subcategory,Pagetitle,Pagenumber
1052,17,304,"zwei Männer, Frauen, Kinder",zwee zwee zwei±,alt,M,Unterschächen UR,UR03,UDXP,"304_zwei_Männer,_Frauen,_Kinder_zwee_zwee_zwei-_alt_M_Unterschächen_UR03_UDXP",Grammatik,Genus,"zwei Männer, Frauen, Kinder",304
1053,9,150,Speck,ä,jung,M,Solothurn SO,SO04,FFOD,150_Speck_ä_jung_M_Solothurn_SO04_FFOD,Lautung,Vokale,Speck,150
1054,5,100,Bonbon,Zückerli Züggerli,jung,M,Schiers GR,GR06,NIDZ,100_Bonbon_Zückerli_Züggerli_jung_M_Schiers_GR06_NIDZ,Wortschatz,Essen und Trinken,Bonbon,100
1055,9,176,Mäuse,üü,jung,M,Burgdorf BE,BE07,GZMD,176_Mäuse_üü_jung_M_Burgdorf_BE07_GZMD,Lautung,Vokale,Mäuse,176
1056,7,126,Kosewort,Müüsli,alt,M,Luzern LU,LU02,EFKS,126_Kosewort_Müüsli_alt_M_Luzern_LU02_EFKS,Wortschatz,Gesellschaft,Kosewort,126
1057,2,42,herauf,ueha,alt,W,Saanen-Gstaad BE,BE20,OIDW,042_herauf_ueha_alt_W_Saanen-Gstaad_BE20_OIDW,Wortschatz,Häufige Wörter,herauf,42
1058,23,362,Vergleichstext,Lesesprache,alt,W,Visp VS,VS10,QYGT,362_Vergleichstext_Lesesprache_alt_W_Visp_VS10_QYGT,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1059,15,290,alte Männer,alti±,jung,M,Bülach ZH,ZH02,HPNB,290_alte_Männer_alti-_jung_M_Bülach_ZH02_HPNB,Grammatik,Adjektiv,alte Männer,290
1060,23,362,Vergleichstext,Lesesprache,alt,W,Basel BS,BS01,EJSR,362_Vergleichstext_Lesesprache_alt_W_Basel_BS01_EJSR,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1061,23,362,Vergleichstext,Lesesprache,jung,M,Adelboden BE,BE02,FBWY,362_Vergleichstext_Lesesprache_jung_M_Adelboden_BE02_FBWY,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1062,7,136,plaudern,hängertu,alt,M,Saas-Grund VS,VS05,AMHY,136_plaudern_hängertu_alt_M_Saas-Grund_VS05_AMHY,Wortschatz,Gesellschaft,plaudern,136
1063,9,174,Maus,üi,jung,W,Bosco Gurin TI,TI01,MCMB,174_Maus_üi_jung_W_Bosco_Gurin_TI01_MCMB,Lautung,Vokale,Maus,174
1064,3,54,Biene,Bien(d)li,alt,W,Winterthur ZH,ZH06,UMFL,054_Biene_Bien(d)li_alt_W_Winterthur_ZH06_UMFL,Wortschatz,Tier,Biene,54
1065,5,84,Heidelbeere,Heiper,alt,M,Simplon-Dorf VS,VS07,IXXR,084_Heidelbeere_Heiper_alt_M_Simplon-Dorf_VS07_IXXR,Wortschatz,Essen und Trinken,Heidelbeere,84
1066,5,84,Heidelbeere,Häipe(e)ri,alt,W,Unterschächen UR,UR03,ZPGU,084_Heidelbeere_Häipe(e)ri_alt_W_Unterschächen_UR03_ZPGU,Wortschatz,Essen und Trinken,Heidelbeere,84
1067,6,112,Dutt,Tschubel Tschügge±,jung,M,Ernen VS,VS02,SXHP,112_Dutt_Tschubel_Tschügge-_jung_M_Ernen_VS02_SXHP,Wortschatz,Mensch,Dutt,112
1068,5,94,Käsekruste,Rouft,alt,M,Konolfingen BE,BE13,XNEG,094_Käsekruste_Rouft_alt_M_Konolfingen_BE13_XNEG,Wortschatz,Essen und Trinken,Käsekruste,94
1069,9,186,Geiss,òa,jung,M,Oberriet SG,SG07,EWCC,186_Geiss_òa_jung_M_Oberriet_SG07_EWCC,Lautung,Vokale,Geiss,186
1070,18,328,gehen lassen,gaa laa±,jung,W,Amriswil TG,TG01,CBVP,328_gehen_lassen_gaa_laa-_jung_W_Amriswil_TG01_CBVP,Grammatik,Satzbau,gehen lassen,328
1071,9,196,Bruder,ue-palatalisiert,alt,M,Basel BS,BS01,GHXY,196_Bruder_ue-palatalisiert_alt_M_Basel_BS01_GHXY,Lautung,Vokale,Bruder,196
1072,9,154,Schlitten,e,alt,W,Herisau AR,AR01,BCMG,154_Schlitten_e_alt_W_Herisau_AR01_BCMG,Lautung,Vokale,Schlitten,154
1073,14,282,"Fliege, Sonne, Kerze, Brücke","Fliege, Sonne, Kerze, Brücke",alt,M oder W,Verschiedene Orte Ve,Verschiedene Kantone,Verschiedene Personen,"282_Fliege,_Sonne,_Kerze,_Brücke_Fliege,_Sonne,_Kerze,_Brücke_alt_M_oder_W_Verschiedene_Orte_Verschiedene_Kantone_Verschiedene_Personen",Grammatik,Substantiv,"Fliege, Sonne, Kerze, Brücke",282
1074,5,96,Käsekruste,(Chääs)schwarbi,alt,W,Bosco Gurin TI,TI01,GJCI,096_Käsekruste_(Chääs)schwarbi_alt_W_Bosco_Gurin_TI01_GJCI,Wortschatz,Essen und Trinken,Käsekruste,96
1075,7,132,kneifen,chlü(ü)be,jung,M,Fischingen TG,TG03,AWMO,132_kneifen_chlü(ü)be_jung_M_Fischingen_TG03_AWMO,Wortschatz,Gesellschaft,kneifen,132
1076,2,26,schau,löög,jung,M,Meiringen BE,BE17,NJTA,026_schau_löög_jung_M_Meiringen_BE17_NJTA,Wortschatz,Häufige Wörter,schau,26
1077,3,44,Hahn,Gügeler,alt,W,Appenzell AI,AI01,SSZQ,044_Hahn_Gügeler_alt_W_Appenzell_AI01_SSZQ,Wortschatz,Tier,Hahn,44
1078,7,124,Glasmurmeln,Glugger,jung,M,Laufen BL,BL03,JGLJ,124_Glasmurmeln_Glugger_jung_M_Laufen_BL03_JGLJ,Wortschatz,Gesellschaft,Glasmurmeln,124
1079,15,292,die ganze Nacht,ganzu,alt,M,Saas-Grund VS,VS05,AMHY,292_die_ganze_Nacht_ganzu_alt_M_Saas-Grund_VS05_AMHY,Grammatik,Adjektiv,die ganze Nacht,292
1080,9,156,Gotte,ò,alt,M,Burgdorf BE,BE07,SXMH,156_Gotte_ò_alt_M_Burgdorf_BE07_SXMH,Lautung,Vokale,Gotte,156
1081,14,278,Bett Plural,Better,jung,W,Fischingen TG,TG03,VFKD,278_Bett_Plural_Better_jung_W_Fischingen_TG03_VFKD,Grammatik,Substantiv,Bett Plural,278
1082,10,212,Kind,ch,jung,W,Bülach ZH,ZH02,TPTK,212_Kind_ch_jung_W_Bülach_ZH02_TPTK,Lautung,Konsonanten,Kind,212
1083,17,304,"zwei Männer, Frauen, Kinder",zwei zwei zwei±,alt,W,Churwalden GR,GR02,IKIA,"304_zwei_Männer,_Frauen,_Kinder_zwei_zwei_zwei-_alt_W_Churwalden_GR02_IKIA",Grammatik,Genus,"zwei Männer, Frauen, Kinder",304
1084,17,310,Migros,die,alt,W,Willisau LU,LU06,CWHJ,310_Migros_die_alt_W_Willisau_LU06_CWHJ,Grammatik,Genus,Migros,310
1085,10,240,trinken,trinkche,jung,M,Bülach ZH,ZH02,BLTF,240_trinken_trinkche_jung_M_Bülach_ZH02_BLTF,Lautung,Konsonanten,trinken,240
1086,18,332,Lass ihn gehen,la ne la gaa±,jung,M,Sarnen + Kägiswil OW,OW03,BAVI,332_Lass_ihn_gehen_la_ne_la_gaa-_jung_M_Sarnen___Kägiswil_OW03_BAVI,Grammatik,Satzbau,Lass ihn gehen,332
1087,7,126,Kosewort,Schnüggel,alt,W,Obersaxen GR,GR05,AKVO,126_Kosewort_Schnüggel_alt_W_Obersaxen_GR05_AKVO,Wortschatz,Gesellschaft,Kosewort,126
1088,5,98,Butter,die Butter,alt,W,Ebnat-Kappel SG,SG02,LTSZ,098_Butter_die_Butter_alt_W_Ebnat-Kappel_SG02_LTSZ,Wortschatz,Essen und Trinken,Butter,98
1089,4,80,Kochschürze,Schurz,alt,W,Adelboden BE,BE02,MBKO,080_Kochschürze_Schurz_alt_W_Adelboden_BE02_MBKO,Wortschatz,Haus und Garten,Kochschürze,80
1090,9,194,vier,ìe,jung,M,Obersaxen GR,GR05,BYRJ,194_vier_ìe_jung_M_Obersaxen_GR05_BYRJ,Lautung,Vokale,vier,194
1091,5,98,Butter,Anke,alt,M,Sumiswald BE,BE22,EYLY,098_Butter_Anke_alt_M_Sumiswald_BE22_EYLY,Wortschatz,Essen und Trinken,Butter,98
1092,4,70,Zaun,Zun,alt,W,Saanen-Gstaad BE,BE20,OIDW,070_Zaun_Zun_alt_W_Saanen-Gstaad_BE20_OIDW,Wortschatz,Haus und Garten,Zaun,70
1093,14,276,Mann Plural,Ma,alt,W,Obersaxen GR,GR05,AKVO,276_Mann_Plural_Ma_alt_W_Obersaxen_GR05_AKVO,Grammatik,Substantiv,Mann Plural,276
1094,13,262,haben (Plural),hond hond hond,alt,M,Oberriet SG,SG07,GGLE,262_haben_(Plural)_hond_hond_hond_alt_M_Oberriet_SG07_GGLE,Grammatik,Verb,haben (Plural),262
1095,6,120,Baby,Söigling,alt,M,Frauenfeld TG,TG04,HIGZ,120_Baby_Söigling_alt_M_Frauenfeld_TG04_HIGZ,Wortschatz,Mensch,Baby,120
1096,10,236,Fenster,än,alt,M,Burgdorf BE,BE07,SXMH,236_Fenster_än_alt_M_Burgdorf_BE07_SXMH,Lautung,Konsonanten,Fenster,236
1097,13,266,"tragen, getragen","trääge, trääge(t)",alt,W,Appenzell AI,AI01,SSZQ,"266_tragen,_getragen_trääge,_trääge(t)_alt_W_Appenzell_AI01_SSZQ",Grammatik,Verb,"tragen, getragen",266
1098,5,96,Brotanschnitt,Gruschta Gruschtji±,alt,W,St. Niklaus VS,VS08,CGIB,096_Brotanschnitt_Gruschta_Gruschtji-_alt_W_St._Niklaus_VS08_CGIB,Wortschatz,Essen und Trinken,Brotanschnitt,96
1099,23,362,Vergleichstext,Lesesprache,alt,W,Bauma + Saland ZH,ZH01,JTPS,362_Vergleichstext_Lesesprache_alt_W_Bauma___Saland_ZH01_JTPS,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1100,5,100,Bonbon,(Zucker-)Bol(l)e,jung,M,Ebnat-Kappel SG,SG02,IPJN,100_Bonbon_(Zucker-)Bol(l)e_jung_M_Ebnat-Kappel_SG02_IPJN,Wortschatz,Essen und Trinken,Bonbon,100
1101,14,282,"Fliege, Sonne, Kerze, Brücke","Fliege, Sonn, Kerze, Brück",alt,M oder W,Verschiedene Orte Ve,Verschiedene Kantone,Verschiedene Personen,"282_Fliege,_Sonne,_Kerze,_Brücke_Fliege,_Sonn,_Kerze,_Brück_alt_M_oder_W_Verschiedene_Orte_Verschiedene_Kantone_Verschiedene_Personen",Grammatik,Substantiv,"Fliege, Sonne, Kerze, Brücke",282
1102,9,180,bauen,üu,alt,W,Reckingen VS,VS04,KDYB,180_bauen_üu_alt_W_Reckingen_VS04_KDYB,Lautung,Vokale,bauen,180
1103,9,162,Abend (Vokal),ou,alt,W,Mels SG,SG06,PCJF,162_Abend_(Vokal)_ou_alt_W_Mels_SG06_PCJF,Lautung,Vokale,Abend (Vokal),162
1104,10,232,finden,nn,alt,M,St. Niklaus VS,VS08,BRXK,232_finden_nn_alt_M_St._Niklaus_VS08_BRXK,Lautung,Konsonanten,finden,232
1105,10,236,Fenster,ean,alt,W,Diepoldsau SG,SG01,FNGR,236_Fenster_ean_alt_W_Diepoldsau_SG01_FNGR,Lautung,Konsonanten,Fenster,236
1106,23,362,Vergleichstext,Lesesprache,alt,W,Langenthal BE,BE14,NWTU,362_Vergleichstext_Lesesprache_alt_W_Langenthal_BE14_NWTU,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1107,10,224,Himmel (l-Vokalisierung),Him(m)el,alt,W,Fischingen TG,TG03,FPFX,224_Himmel_(l-Vokalisierung)_Him(m)el_alt_W_Fischingen_TG03_FPFX,Lautung,Konsonanten,Himmel (l-Vokalisierung),224
1107,10,224,Himmel (l-Vokalisierung),Him(m)el,alt,W,Fischingen TG,TG03,FPFX,224_Himmel_(l-Vokalisierung)_Him(m)el_alt_W_Fischingen_TG03_FPFX,Lautung,Konsonanten,Himmel (l-Vokalisierung),224
1108,23,362,Vergleichstext,Lesesprache,jung,M,Igis GR,GR04,HVLO,362_Vergleichstext_Lesesprache_jung_M_Igis_GR04_HVLO,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1109,7,128,Kuss,Müntsi,alt,M,Düdingen FR,FR01,MQDQ,128_Kuss_Müntsi_alt_M_Düdingen_FR01_MQDQ,Wortschatz,Gesellschaft,Kuss,128
1110,17,304,"zwei Männer, Frauen, Kinder",zwei Formen in anderer Verteilung,alt,W,Mels SG,SG06,PCJF,"304_zwei_Männer,_Frauen,_Kinder_zwei_Formen_in_anderer_Verteilung_alt_W_Mels_SG06_PCJF",Grammatik,Genus,"zwei Männer, Frauen, Kinder",304
1111,3,46,Küken,Güggeli,alt,M,Vättis SG,SG11,AYBA,046_Küken_Güggeli_alt_M_Vättis_SG11_AYBA,Wortschatz,Tier,Küken,46
1112,13,266,"tragen, getragen","traage, traage",jung,M,Saanen-Gstaad BE,BE20,FALC,"266_tragen,_getragen_traage,_traage_jung_M_Saanen-Gstaad_BE20_FALC",Grammatik,Verb,"tragen, getragen",266
1113,23,362,Vergleichstext,Lesesprache,jung,M,Innerthal SZ,SZ02,BHGY,362_Vergleichstext_Lesesprache_jung_M_Innerthal_SZ02_BHGY,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1114,13,264,sein (Plural),seand seand seand,jung,W,Oberriet SG,SG07,EXRW,264_sein_(Plural)_seand_seand_seand_jung_W_Oberriet_SG07_EXRW,Grammatik,Verb,sein (Plural),264
1115,13,266,"tragen, getragen","trääge, trääge",alt,M,Appenzell AI,AI01,VJUZ,"266_tragen,_getragen_trääge,_trääge_alt_M_Appenzell_AI01_VJUZ",Grammatik,Verb,"tragen, getragen",266
1116,7,130,Ohrfeige,Fläre,alt,W,Rafz ZH,ZH05,IJQQ,130_Ohrfeige_Fläre_alt_W_Rafz_ZH05_IJQQ,Wortschatz,Gesellschaft,Ohrfeige,130
1117,16,298,ich,i bi(n),alt,W,Burgdorf BE,BE07,FTDY,298_ich_i_bi(n)_alt_W_Burgdorf_BE07_FTDY,Grammatik,Pronomen,ich,298
1118,10,238,Zins,ii,jung,M,Grindelwald BE,BE10,FQAF,238_Zins_ii_jung_M_Grindelwald_BE10_FQAF,Lautung,Konsonanten,Zins,238
1119,16,298,ich,ich bi(n) ich pi(n),alt,M,Winterthur ZH,ZH06,RATN,298_ich_ich_bi(n)_ich_pi(n)_alt_M_Winterthur_ZH06_RATN,Grammatik,Pronomen,ich,298
1120,10,225,Strääl,Strääu,alt,W,Münchenbuchsee BE,BE18,CYKL,225_Strääl_Strääu_alt_W_Münchenbuchsee_BE18_CYKL,Lautung,Konsonanten,Strääl,225
1120,10,225,Strääl,Strääu,alt,W,Münchenbuchsee BE,BE18,CYKL,225_Strääl_Strääu_alt_W_Münchenbuchsee_BE18_CYKL,Lautung,Konsonanten,Strääl,225
1121,23,362,Vergleichstext,Lesesprache,alt,W,Huttwil BE,BE11,HWOL,362_Vergleichstext_Lesesprache_alt_W_Huttwil_BE11_HWOL,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1122,7,124,Glasmurmeln,Glürri,alt,M,Avers GR,GR11,TUSZ,124_Glasmurmeln_Glürri_alt_M_Avers_GR11_TUSZ,Wortschatz,Gesellschaft,Glasmurmeln,124
1123,23,362,Vergleichstext,Lesesprache,jung,W,Ebnat-Kappel SG,SG02,GPAK,362_Vergleichstext_Lesesprache_jung_W_Ebnat-Kappel_SG02_GPAK,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1124,10,220,Himmel (Geminate),m,alt,M,Sumiswald BE,BE22,EYLY,220_Himmel_(Geminate)_m_alt_M_Sumiswald_BE22_EYLY,Lautung,Konsonanten,Himmel (Geminate),220
1125,10,212,Kind,kh,jung,W,Chur + Masans GR,GR01,XSVA,212_Kind_kh_jung_W_Chur___Masans_GR01_XSVA,Lautung,Konsonanten,Kind,212
1126,9,166,Käse,ei,jung,M,Mels SG,SG06,ASHR,166_Käse_ei_jung_M_Mels_SG06_ASHR,Lautung,Vokale,Käse,166
1127,3,44,Hahn,Gügel,alt,W,Teufen AR,AR02,UGBP,044_Hahn_Gügel_alt_W_Teufen_AR02_UGBP,Wortschatz,Tier,Hahn,44
1128,3,46,Küken,Fückli,alt,M,Eschenbach SG,SG03,QBYH,046_Küken_Fückli_alt_M_Eschenbach_SG03_QBYH,Wortschatz,Tier,Küken,46
1129,13,270,bekommen,i überchume,jung,W,Interlaken Unterseen BE,BE24,LOFY,270_bekommen_i_überchume_jung_W_Interlaken_Unterseen_BE24_LOFY,Grammatik,Verb,bekommen,270
1130,10,238,Zins,ii,alt,W,Altdorf UR,UR01,BJAD,238_Zins_ii_alt_W_Altdorf_UR01_BJAD,Lautung,Konsonanten,Zins,238
1131,9,162,Abend (Vokal),aa,jung,W,Blumenstein BE,BE05,FPKO,162_Abend_(Vokal)_aa_jung_W_Blumenstein_BE05_FPKO,Lautung,Vokale,Abend (Vokal),162
1132,23,362,Vergleichstext,Lesesprache,alt,M,Unterschächen UR,UR03,UDXP,362_Vergleichstext_Lesesprache_alt_M_Unterschächen_UR03_UDXP,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1133,5,100,Bonbon,Gu(u)zli,jung,M,Mels SG,SG06,ASHR,100_Bonbon_Gu(u)zli_jung_M_Mels_SG06_ASHR,Wortschatz,Essen und Trinken,Bonbon,100
1134,23,362,Vergleichstext,Lesesprache,alt,W,Herisau AR,AR01,BCMG,362_Vergleichstext_Lesesprache_alt_W_Herisau_AR01_BCMG,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1135,9,192,heuen,oi oü,alt,W,Spreitenbach AG,AG09,TNUQ,192_heuen_oi_oü_alt_W_Spreitenbach_AG09_TNUQ,Lautung,Vokale,heuen,192
1136,9,162,Abend (Vokal),oo,jung,W,Gelterkinden BL,BL02,OWGL,162_Abend_(Vokal)_oo_jung_W_Gelterkinden_BL02_OWGL,Lautung,Vokale,Abend (Vokal),162
1137,7,128,Kuss,Muntsi,jung,W,Visp VS,VS10,OHPG,128_Kuss_Muntsi_jung_W_Visp_VS10_OHPG,Wortschatz,Gesellschaft,Kuss,128
1138,23,362,Vergleichstext,Lesesprache,alt,M,Jaun FR,FR04,MRDQ,362_Vergleichstext_Lesesprache_alt_M_Jaun_FR04_MRDQ,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1139,6,108,Sommersprossen,Loubfläcke,alt,M,Spiez Faulensee BE,BE08,EECM,108_Sommersprossen_Loubfläcke_alt_M_Spiez_Faulensee_BE08_EECM,Wortschatz,Mensch,Sommersprossen,108
1140,13,264,sein (Plural),si(n) sit si(n),jung,M,Burgdorf BE,BE07,KEOY,264_sein_(Plural)_si(n)_sit_si(n)_jung_M_Burgdorf_BE07_KEOY,Grammatik,Verb,sein (Plural),264
1141,6,116,Schnupfen,Pfnüsel,jung,W,Frauenfeld TG,TG04,ZUYN,116_Schnupfen_Pfnüsel_jung_W_Frauenfeld_TG04_ZUYN,Wortschatz,Mensch,Schnupfen,116
1142,17,320,Tunnel,der,alt,M,Konolfingen BE,BE13,XNEG,320_Tunnel_der_alt_M_Konolfingen_BE13_XNEG,Grammatik,Genus,Tunnel,320
1143,3,46,Küken,Henn(el)i,jung,M,Ernen VS,VS02,SBMK,046_Küken_Henn(el)i_jung_M_Ernen_VS02_SBMK,Wortschatz,Tier,Küken,46
1144,9,154,Schlitten,ì–e,alt,M,Zweisimmen BE,BE25,TUSD,154_Schlitten_ì–e_alt_M_Zweisimmen_BE25_TUSD,Lautung,Vokale,Schlitten,154
1145,14,284,Hündchen,Hündeli,alt,W,Willisau LU,LU06,CWHJ,284_Hündchen_Hündeli_alt_W_Willisau_LU06_CWHJ,Grammatik,Substantiv,Hündchen,284
1146,5,100,Bonbon,Bonggi,jung,W,Turtmann VS,VS09,IGVA,100_Bonbon_Bonggi_jung_W_Turtmann_VS09_IGVA,Wortschatz,Essen und Trinken,Bonbon,100
1147,4,70,Zaun,Zuun,alt,W,Sumiswald BE,BE22,BBCP,070_Zaun_Zuun_alt_W_Sumiswald_BE22_BBCP,Wortschatz,Haus und Garten,Zaun,70
1148,4,80,Kochschürze,Schöibe,alt,M,Langnau BE,BE15,NFNF,080_Kochschürze_Schöibe_alt_M_Langnau_BE15_NFNF,Wortschatz,Haus und Garten,Kochschürze,80
1149,3,54,Biene,Bieni,jung,W,Murten FR,FR05,GBTH,054_Biene_Bieni_jung_W_Murten_FR05_GBTH,Wortschatz,Tier,Biene,54
1150,5,82,Überrest eines Apfels,Giegi,alt,M,Aesch BL,BL01,ZFDB,082_Überrest_eines_Apfels_Giegi_alt_M_Aesch_BL01_ZFDB,Wortschatz,Essen und Trinken,Überrest eines Apfels,82
1151,10,230,Darm,re,alt,M,Brig + Ried VS,VS03,TYEY,230_Darm_re_alt_M_Brig___Ried_VS03_TYEY,Lautung,Konsonanten,Darm,230
1152,20,342,Grussformeln (nachmittags),Schöne Nomittag,alt,W,Möhlin AG,AG08,JKBX,342_Grussformeln_(nachmittags)_Schöne_Nomittag_alt_W_Möhlin_AG08_JKBX,Sprache im Alltag,Grussformeln,Grussformeln (nachmittags),342
1153,7,132,kneifen,chlömme,alt,W,Bettlach SO,SO01,BWVF,132_kneifen_chlömme_alt_W_Bettlach_SO01_BWVF,Wortschatz,Gesellschaft,kneifen,132
1154,4,80,Kochschürze,Vorschooss±,alt,M,Blatten VS,VS01,ALGD,080_Kochschürze_Vorschooss-_alt_M_Blatten_VS01_ALGD,Wortschatz,Haus und Garten,Kochschürze,80
1155,4,80,Kochschürze,Schü(ü)be,jung,M,Weggis LU,LU05,OGPV,080_Kochschürze_Schü(ü)be_jung_M_Weggis_LU05_OGPV,Wortschatz,Haus und Garten,Kochschürze,80
1156,2,32,etwas,äppus,alt,W,Bosco Gurin TI,TI01,GJCI,032_etwas_äppus_alt_W_Bosco_Gurin_TI01_GJCI,Wortschatz,Häufige Wörter,etwas,32
1157,9,180,bauen,üüw,jung,M,Unterschächen UR,UR03,VMXT,180_bauen_üüw_jung_M_Unterschächen_UR03_VMXT,Lautung,Vokale,bauen,180
1158,4,78,Sofa,Kanabett,alt,M,Ernen VS,VS02,OPGH,078_Sofa_Kanabett_alt_M_Ernen_VS02_OPGH,Wortschatz,Haus und Garten,Sofa,78
1159,3,58,Schmetterling,Summervogel,jung,W,Bremgarten + Widen + Zufikon AG,AG02,NGPR,058_Schmetterling_Summervogel_jung_W_Bremgarten___Widen___Zufikon_AG02_NGPR,Wortschatz,Tier,Schmetterling,58
1160,23,362,Vergleichstext,Lesesprache,jung,W,Davos-Frauenkirch GR,GR03,OEZX,362_Vergleichstext_Lesesprache_jung_W_Davos-Frauenkirch_GR03_OEZX,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1161,4,66,Pfütze,Gumpi,alt,M,Reigoldswil BL,BL05,BPSH,066_Pfütze_Gumpi_alt_M_Reigoldswil_BL05_BPSH,Wortschatz,Haus und Garten,Pfütze,66
1162,9,206,Brille,Brülle,jung,M,Zürich ZH,ZH07,BHXO,206_Brille_Brülle_jung_M_Zürich_ZH07_BHXO,Lautung,Vokale,Brille,206
1163,2,30,nichts,nit,alt,W,Hospental UR,UR02,DNVV,030_nichts_nit_alt_W_Hospental_UR02_DNVV,Wortschatz,Häufige Wörter,nichts,30
1164,14,280,Postauto Plural,Poschtautos±,alt,W,Blumenstein BE,BE05,TFBR,280_Postauto_Plural_Poschtautos-_alt_W_Blumenstein_BE05_TFBR,Grammatik,Substantiv,Postauto Plural,280
1165,14,288,Spitznamen,der Lükel,jung,M,Adelboden BE,BE02,GIQG,288_Spitznamen_der_Lükel_jung_M_Adelboden_BE02_GIQG,Grammatik,Substantiv,Spitznamen,288
1166,11,244,Kiosk,KIosk,jung,M,Burgdorf BE,BE07,GZMD,244_Kiosk_KIosk_jung_M_Burgdorf_BE07_GZMD,Lautung,Prosodie,Kiosk,244
1167,10,216,Eis (Konsonant),sch,jung,M,Brig + Ried VS,VS03,TFRP,216_Eis_(Konsonant)_sch_jung_M_Brig___Ried_VS03_TFRP,Lautung,Konsonanten,Eis (Konsonant),216
1168,9,194,vier,ìè,jung,W,Ernen VS,VS02,JVOT,194_vier_ìè_jung_W_Ernen_VS02_JVOT,Lautung,Vokale,vier,194
1169,13,264,sein (Plural),sönd sönd sönd,jung,M,Appenzell AI,AI01,VRST,264_sein_(Plural)_sönd_sönd_sönd_jung_M_Appenzell_AI01_VRST,Grammatik,Verb,sein (Plural),264
1170,17,312,Tee,der,alt,W,Fischingen TG,TG03,FPFX,312_Tee_der_alt_W_Fischingen_TG03_FPFX,Grammatik,Genus,Tee,312
1171,4,72,schaukeln,gireit(l)e,alt,M,Bülach ZH,ZH02,AWQT,072_schaukeln_gireit(l)e_alt_M_Bülach_ZH02_AWQT,Wortschatz,Haus und Garten,schaukeln,72
1172,23,362,Vergleichstext,Lesesprache,jung,W,Basel BS,BS01,DSIC,362_Vergleichstext_Lesesprache_jung_W_Basel_BS01_DSIC,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1173,23,362,Vergleichstext,Lesesprache,alt,M,Weinfelden TG,TG06,QNPX,362_Vergleichstext_Lesesprache_alt_M_Weinfelden_TG06_QNPX,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1174,5,100,Bonbon,Gu(u)zli,alt,M,Mels SG,SG06,TIBR,100_Bonbon_Gu(u)zli_alt_M_Mels_SG06_TIBR,Wortschatz,Essen und Trinken,Bonbon,100
1175,6,108,Sommersprossen,Summersprosse,alt,W,Frauenfeld TG,TG04,ACBR,108_Sommersprossen_Summersprosse_alt_W_Frauenfeld_TG04_ACBR,Wortschatz,Mensch,Sommersprossen,108
1176,4,60,Löwenzahn,Wägluege,alt,M,Rafz ZH,ZH05,DQIU,060_Löwenzahn_Wägluege_alt_M_Rafz_ZH05_DQIU,Wortschatz,Haus und Garten,Löwenzahn,60
1177,9,192,heuen,ööw,jung,M,Jaun FR,FR04,QOST,192_heuen_ööw_jung_M_Jaun_FR04_QOST,Lautung,Vokale,heuen,192
1178,4,72,schaukeln,reit(l)e,jung,M,Frutigen BE,BE09,KBMJ,072_schaukeln_reit(l)e_jung_M_Frutigen_BE09_KBMJ,Wortschatz,Haus und Garten,schaukeln,72
1179,7,140,Schlittschuh laufen,schlittschuene,alt,M,Saanen-Gstaad BE,BE20,FRBT,140_Schlittschuh_laufen_schlittschuene_alt_M_Saanen-Gstaad_BE20_FRBT,Wortschatz,Gesellschaft,Schlittschuh laufen,140
1180,2,32,etwas,näbis,jung,W,Appenzell AI,AI01,TRDS,032_etwas_näbis_jung_W_Appenzell_AI01_TRDS,Wortschatz,Häufige Wörter,etwas,32
1181,10,238,Zins,ei,alt,W,Willisau LU,LU06,CWHJ,238_Zins_ei_alt_W_Willisau_LU06_CWHJ,Lautung,Konsonanten,Zins,238
1182,5,104,Schoggistängeli,Tschiggolatschi,jung,W,Bosco Gurin TI,TI01,FVIK,104_Schoggistängeli_Tschiggolatschi_jung_W_Bosco_Gurin_TI01_FVIK,Wortschatz,Essen und Trinken,Schoggistängeli,104
1183,2,34,jemand,epper(t),alt,W,Meiringen BE,BE17,XVXT,034_jemand_epper(t)_alt_W_Meiringen_BE17_XVXT,Wortschatz,Häufige Wörter,jemand,34
1184,6,112,Dutt,Bürzi,jung,W,Spiez Faulensee BE,BE08,UDTD,112_Dutt_Bürzi_jung_W_Spiez_Faulensee_BE08_UDTD,Wortschatz,Mensch,Dutt,112
